Name,NOC,Discipline
BAR AM Noya,Israel,Sailing
BARZELAY Aviv,Israel,Swimming
BLECHER Eden,Israel,Artistic Swimming
BLEICH Jeremy,Israel,Baseball/Softball
BOBRITSKY Shelly,Israel,Artistic Swimming
BOND Ashlee,Israel,Equestrian
BURCHAM Scotty,Israel,Baseball/Softball
BUTBUL Tohar,Israel,Judo
CHERUTI Meiron Amir,Israel,Swimming
COHEN Adva,Israel,Athletics
COHEN Gili,Israel,Judo
COHEN GROUMI Gal,Israel,Swimming
COHEN Yoav,Israel,Sailing
DAYAN Ofir,Israel,Rhythmic Gymnastics
de MARTE Jonathan,Israel,Baseball/Softball
DOLGOPYAT Artem,Israel,Artistic Gymnastics
EREL Tal,Israel,Baseball/Softball
FISHMAN Jake,Israel,Baseball/Softball
FRANKEL Tomer,Israel,Swimming
GAILEN Blake,Israel,Baseball/Softball
GLASSER Mitch,Israel,Baseball/Softball
GORBENKO Anastasia,Israel,Swimming
HAIMY Shlomi,Israel,Cycling Mountain Bike
HERSHKO Raz,Israel,Judo
KAKON Shay,Israel,Sailing
KINSLER Ian,Israel,Baseball/Softball
KOCHMAN Li,Israel,Judo
KRAMARENKO Yana,Israel,Rhythmic Gymnastics
LAITAROVSKY Michael,Israel,Swimming
LAKIND Jared,Israel,Baseball/Softball
LANIR Inbar,Israel,Judo
LAVARNWAY Ryan,Israel,Baseball/Softball
LEICHMAN Alon,Israel,Baseball/Softball
LELIOR Anat,Israel,Surfing
LIPETZ Shlomo,Israel,Baseball/Softball
LITVINOV David,Israel,Weightlifting
LOKTEV Denis,Israel,Swimming
LOWENGART Assaf,Israel,Baseball/Softball
MICHAN Alberto,Israel,Equestrian
MINENKO Hanna,Israel,Athletics
MOSCOT Jonathan,Israel,Baseball/Softball
MUKI Sagi,Israel,Judo
MUREZ Andrea,Israel,Swimming
NELSON LEVY Timna,Israel,Judo
PALLER Rob,Israel,Baseball/Softball
PALTCHIK Peter,Israel,Judo
PENPRASE Zachary,Israel,Baseball/Softball
POLIKARPOVA Ksenia,Israel,Badminton
POLONSKY Ron,Israel,Swimming
RAITS Natalie,Israel,Rhythmic Gymnastics
RAZ Lihie,Israel,Artistic Gymnastics
RICHTER Sergey,Israel,Shooting
RICKLES Nick,Israel,Baseball/Softball
RISHONY Shira,Israel,Judo
RODITI Matan,Israel,Marathon Swimming
SAGIV Ran,Israel,Triathlon
SAGIV Shachar,Israel,Triathlon
SALPETER Lonah Chemtai,Israel,Athletics
SASSON Or,Israel,Judo
SEMBERG Abishag,Israel,Taekwondo
SHANNY Itay,Israel,Archery
SHAPIRA Omer,Israel,Cycling Road
SHARIR Gili,Israel,Judo
SHATILOV Alexander,Israel,Artistic Gymnastics
SHMAILOV Baruch,Israel,Judo
SPYCHAKOV Katy,Israel,Sailing
TEFERI Maru,Israel,Athletics
TEFERI Selamawit,Israel,Athletics
TELEGINA Yuliana,Israel,Rhythmic Gymnastics
TIBI Shahar,Israel,Sailing
TIYOURI Maor,Israel,Athletics
TOUMARKIN Yakov,Israel,Swimming
VAISMAN Diana,Israel,Athletics
VALENCIA Danny,Israel,Baseball/Softball
VEXMAN Karin,Israel,Rhythmic Gymnastics
VLOCK Teddy,Israel,Equestrian
WAGMAN Joseph,Israel,Baseball/Softball
WANGER Ben,Israel,Baseball/Softball
WEISS Zack,Israel,Baseball/Softball
ZEID Josh,Israel,Baseball/Softball
ZELIKMAN Nicol,Israel,Rhythmic Gymnastics
ZILBERMAN Misha,Israel,Badminton
ABAGNALE Giovanni,Italy,Rowing
ABDELWAHED Ahmed,Italy,Athletics
ACERENZA Domenico,Italy,Swimming
ACETI Vladimir,Italy,Athletics
AGIURGIUCULESE Alexandra,Italy,Rhythmic Gymnastics
AGRUSTI Andrea,Italy,Athletics
AICARDI Matteo,Italy,Water Polo
ALEMANNO Maria Grazia,Italy,Weightlifting
ALESSIO Simone,Italy,Taekwondo
ALZINI Martina,Italy,Cycling Track
ANDREOLI Tatiana,Italy,Archery
ANZANI Simone,Italy,Volleyball
AVOLA Giorgio,Italy,Fencing
BACCI Lorenzo,Italy,Shooting
BACOSI Diana,Italy,Shooting
BALDASSARRI Milena,Italy,Rhythmic Gymnastics
BALLO Stefano,Italy,Swimming
BALSAMO Elisa,Italy,Cycling Track
BANTI Caterina,Italy,Sailing
BARBIERI Rachele,Italy,Cycling Track
BASILE Fabio,Italy,Judo
BATINI Martina,Italy,Fencing
BATKI Noemi,Italy,Diving
BATTISTON Michela,Italy,Fencing
BECCARO Luca,Italy,Canoe Sprint
BECCHETTI Mariavittoria,Italy,Athletics
BELLANDI Alice,Italy,Judo
BELLO Elena,Italy,Athletics
BENATI Lorenzo,Italy,Athletics
BERRE' Enrico,Italy,Fencing
BERTA Elena,Italy,Sailing
BERTAZZO Liam,Italy,Cycling Track
BERTOCCHI Elena,Italy,Diving
BERTONCELLI Marta,Italy,Canoe Slalom
BETTIOL Alberto,Italy,Cycling Road
BETTO Alice,Italy,Triathlon
BIANCHI Ilaria,Italy,Swimming
BOARI Lucilla,Italy,Archery
BOCCHI Tobia,Italy,Athletics
BODEGAS Michael Alexandre,Italy,Water Polo
BOGLIOLO Luminosa,Italy,Athletics
BONGIORNI Anna,Italy,Athletics
BORDIGNON Giorgia,Italy,Weightlifting
BORDONE Susanna,Italy,Equestrian
BORGA Rebecca,Italy,Athletics
BOSETTI Caterina Chiara,Italy,Volleyball
BOTTARO Viviana,Italy,Karate
BRAIDOT Luca,Italy,Cycling Mountain Bike
BRECCIAROLI Stefano,Italy,Equestrian
BRUNI Rachele,Italy,Marathon Swimming
BRUNI Roberta,Italy,Athletics
BURDISSO Federico,Italy,Swimming
BURGO Samuele,Italy,Canoe Sprint
BUSA Luigi,Italy,Karate
BUSATO Mattia,Italy,Karate
CACCIAMANI Ilaria,Italy,Baseball/Softball
CAINERO Chiara,Italy,Shooting
CALABRO Giulio,Italy,Sailing
CALLEGARI Beatrice,Italy,Artistic Swimming
CAMBONI Mattia,Italy,Sailing
CAPORASO Teodorico,Italy,Athletics
CARAMBULA RAURICH Adrian Ignacio,Italy,Beach Volleyball
CARAMIGNOLI Martina Rita,Italy,Swimming
CARINI Giacomo,Italy,Swimming
CAROSONE Emily,Italy,Baseball/Softball
CARRARO Martina,Italy,Swimming
CARUSO Bianca,Italy,Sailing
CARUSO Damiano,Italy,Cycling Road
CASSANDRO Tammaro,Italy,Shooting
CASSARA Andrea,Italy,Fencing
CASTALDO Matteo,Italy,Rowing
CAVALLI Marta,Italy,Cycling Road
CAVANNA Domiziana,Italy,Artistic Swimming
CECCARELLO Sofia,Italy,Shooting
CECCHETTI Elisa,Italy,Baseball/Softball
CECCON Thomas,Italy,Swimming
CENTOFANTI Martina,Italy,Rhythmic Gymnastics
CENTRACCHIO Maria,Italy,Judo
CERRUTI Linda,Italy,Artistic Swimming
CESARINI Federica,Italy,Rowing
CHAMIZO MARQUEZ Frank,Italy,Wrestling
CHELLI Tommaso,Italy,Shooting
CHIRICHELLA Cristina,Italy,Volleyball
CICCONE Giulio,Italy,Cycling Road
CIMINI Gabriele,Italy,Fencing
CIPRESSA Erica,Italy,Fencing
COLACI Massimo,Italy,Volleyball
COLLEDANI Nadir,Italy,Cycling Mountain Bike
COLOMBOTTO ROSSO Lucrezia,Italy,Golf
CONDORELLI Santo,Italy,Swimming
CONSOLINI Chiara,Italy,3x3 Basketball
CONSONNI Simone,Italy,Cycling Track
CONYEDO RUANO Abraham de Jesus,Italy,Wrestling
CRESCENZO Angelo,Italy,Karate
CRIPPA Yemaneberhan,Italy,Athletics
CRISCIO Martina,Italy,Fencing
CURATOLI Luca,Italy,Fencing
CUSINATO Ilaria,Italy,Swimming
D ALIE Raelin,Italy,3x3 Basketball
D'AMATO Asia,Italy,Artistic Gymnastics
DAL MOLIN Paolo,Italy,Athletics
DANESI Anna,Italy,Volleyball
de FILIPPIS Mauro,Italy,Shooting
de GENNARO Giovanni,Italy,Canoe Slalom
de GENNARO Monica,Italy,Volleyball
de LUCA Marco,Italy,Athletics
de NICOLO Marco,Italy,Shooting
de TULLIO Marco,Italy,Swimming
DEIDDA Francesca,Italy,Artistic Swimming
del BUONO Federica,Italy,Athletics
Del LUNGO Marco,Italy,Water Polo
DELL'AQUILA Vito,Italy,Taekwondo
DERKACH Dariya,Italy,Athletics
DESALU Eseosa Fostine,Italy,Athletics
DETTI Gabriele,Italy,Swimming
di CAMILLO Costanza,Italy,Artistic Swimming
di COLA Stefano,Italy,Swimming
di COSTANZO Marco,Italy,Rowing
Di FULVIO Francesco,Italy,Water Polo
di LAZZARO Elisa Maria,Italy,Athletics
di LIDDO Elena,Italy,Swimming
di MAURO Gennaro Alberto,Italy,Rowing
DOLCE Vincenzo,Italy,Water Polo
DOSSO Zaynab,Italy,Athletics
DURANTI Agnese,Italy,Rhythmic Gymnastics
ECHENIQUE Gonzalo,Italy,Water Polo
EDALLI Ludovico,Italy,Artistic Gymnastics
EGONU Paola Ogechi,Italy,Volleyball
EL FATHAOUI Yassine,Italy,Athletics
ERRANI Sara,Italy,Tennis
ERRIGO Arianna,Italy,Fencing
FABBRI Leonardo,Italy,Athletics
FAHR Sarah Luisa,Italy,Volleyball
FALOCI Giovanni,Italy,Athletics
FAMA Amanda,Italy,Baseball/Softball
FANGIO Francesca,Italy,Swimming
FANTINI Sara,Italy,Athletics
FANTONI Giacomo,Italy,Cycling BMX Racing
FEDERICO Ivan,Italy,Skateboarding
FERRARI Vanessa,Italy,Artistic Gymnastics
FERRO Costanza,Italy,Artistic Swimming
FIAMINGO Rossella,Italy,Fencing
FICHERA Marco,Italy,Fencing
FIDANZA Martina,Italy,Cycling Track
FIGARI Niccolo,Italy,Water Polo
FIGLIOLI Pietro,Italy,Water Polo
FILIPPI Marcella,Italy,3x3 Basketball
FILLER Andrea,Italy,Baseball/Softball
FIORAVANTI Leonardo,Italy,Surfing
FOCONI Alessio,Italy,Fencing
FOFANA Hassane,Italy,Athletics
FOGNINI Fabio,Italy,Tennis
FOLIE Raphaela,Italy,Volleyball
FOLORUNSO Ayomide,Italy,Athletics
FONTANA Vittoria,Italy,Athletics
FONTECCHIO Simone,Italy,Basketball
FORTUNATO Francesco,Italy,Athletics
FOSSALI Ludovico,Italy,Sport Climbing
FRANCESCHI Sara,Italy,Swimming
GALASSI Gianluca,Italy,Volleyball
GALLI Gemma,Italy,Artistic Swimming
GALLINARI Danilo,Italy,Basketball
GALVAN Matteo,Italy,Athletics
GANNA Filippo,Italy,Cycling Road
GANNA Filippo,Italy,Cycling Track
GAROZZO Daniele,Italy,Fencing
GASPAROTTO Marta,Italy,Baseball/Softball
GAUDIANO Emanuele,Italy,Equestrian
GENTILI Giacomo,Italy,Rowing
GENZO Francesca,Italy,Canoe Sprint
GHEBREHIWET FANIEL Eyob,Italy,Athletics
GIANNELLI Simone,Italy,Volleyball
GIORGI Camila,Italy,Tennis
GIORGI Eleonora Anna,Italy,Athletics
GIUFFRIDA Odette,Italy,Judo
GIUPPONI Matteo,Italy,Athletics
GOBBI Stefania,Italy,Rowing
GREGORIO Rossella,Italy,Fencing
GUAZZINI Vittoria,Italy,Cycling Track
HERRERA ABREU Johanelis,Italy,Athletics
HOOPER Gloria,Italy,Athletics
HORN Stefanie,Italy,Canoe Slalom
HOWARD Andrea,Italy,Baseball/Softball
IHEMEJE Emanuel,Italy,Athletics
INFANTINO Antonio,Italy,Athletics
ISEPPI Valentina,Italy,Rowing
ISOLA Federica,Italy,Fencing
JACOBS Lamont Marcell,Italy,Athletics
JODOIN di MARIA Sarah,Italy,Diving
JUANTORENA Osmany,Italy,Volleyball
KADDARI Dalia,Italy,Athletics
KERSCHBAUMER Gerhard,Italy,Cycling Mountain Bike
KOUTSOYANOPULOS Giulia,Italy,Baseball/Softball
LACATENA Alexia,Italy,Baseball/Softball
LAMON Francesco,Italy,Cycling Track
LANZI Asia,Italy,Skateboarding
LAVIA Daniele,Italy,Volleyball
LECHNER Eva,Italy,Cycling Mountain Bike
LEONARDI Giuseppe,Italy,Athletics
LISI Veronica,Italy,Rowing
LODADIO Marco,Italy,Artistic Gymnastics
LODO Matteo,Italy,Rowing
LOMBARDO Manuel,Italy,Judo
LONGHI Giulia,Italy,Baseball/Softball
LONGO BORGHINI Elisa,Italy,Cycling Road
LOPEZ Brayan,Italy,Athletics
LUKUDO Raphaela Boaheng,Italy,Athletics
LUONGO Stefano,Italy,Water Polo
LUPO Daniele,Italy,Beach Volleyball
MAGGETTI Marta,Italy,Sailing
MAGGIO Martina,Italy,Artistic Gymnastics
MALINOV Ofelia,Italy,Volleyball
MANENTI Davide,Italy,Athletics
MANGIONE Alice,Italy,Athletics
MANNION Niccolo,Italy,Basketball
MARCHIANDO Eleonora,Italy,Athletics
MARRONE Fabrizia,Italy,Baseball/Softball
MARSAGLIA Lorenzo,Italy,Diving
MARTINENGHI Nicolo,Italy,Swimming
MATTEAZZI Pier Andrea,Italy,Swimming
MAURELLI Alessia,Italy,Rhythmic Gymnastics
MAZZARA Alessandro,Italy,Skateboarding
MAZZETTI Riccardo,Italy,Shooting
MELLI Nicolo,Italy,Basketball
MENEGATTI Marta,Italy,Beach Volleyball
MICHELI Elena,Italy,Modern Pentathlon
MICHIELETTO Alessandro,Italy,Volleyball
MIGLIOZZI Guido,Italy,Golf
MILANI Francesca,Italy,Judo
MIRESSI Alessandro,Italy,Swimming
MOGUREAN Daniela,Italy,Rhythmic Gymnastics
MOLINARO Giulia,Italy,Golf
MOLINAROLO Elisa,Italy,Athletics
MONNA Paolo,Italy,Shooting
MONTANO Aldo,Italy,Fencing
MONTESANO Alessandra,Italy,Rowing
MORI Lara,Italy,Artistic Gymnastics
MOSCON Gianni,Italy,Cycling Road
MUNGAI Nicholas,Italy,Judo
MUSETTI Lorenzo,Italy,Tennis
NARDELLI Petra,Italy,Athletics
NAVARRIA Mara,Italy,Fencing
NIBALI Vincenzo,Italy,Cycling Road
NICOLAI Paolo,Italy,Beach Volleyball
NICOLI Rebecca,Italy,Boxing
NICOSIA Gianmarco,Italy,Water Polo
OLIVIERI Linda,Italy,Athletics
OLMO Angelica,Italy,Triathlon
ONDOLI Chiara,Italy,Rowing
OPPO Stefano,Italy,Rowing
ORRO Alessia,Italy,Volleyball
ORSI TOTH Viktoria,Italy,Beach Volleyball
OSAKUE Daisy,Italy,Athletics
PAJOLA Alessandro,Italy,Basketball
PALADIN Soraya,Italy,Cycling Road
PALMISANO Antonella,Italy,Athletics
PALTRINIERI Gregorio,Italy,Marathon Swimming
PALTRINIERI Gregorio,Italy,Swimming
PANIZZA Andrea,Italy,Rowing
PANIZZON Vittoria,Italy,Equestrian
PANZIERA Margherita,Italy,Swimming
PAOLINI Jasmine,Italy,Tennis
PARATORE Renato,Italy,Golf
PARLATI Christian,Italy,Judo
PATELLI Alessandra,Italy,Rowing
PATTA Lorenzo,Italy,Athletics
PEDROSO Yadisleidis,Italy,Athletics
PELLACANI Chiara,Italy,Diving
PELLEGRINI Federica,Italy,Swimming
PIANCASTELLI Erika,Italy,Baseball/Softball
PIANO Matteo,Italy,Volleyball
PICCOLI Enrica,Italy,Artistic Swimming
PICCOLRUAZ Michael,Italy,Sport Climbing
PIETRINI Elena,Italy,Volleyball
PILATO Benedetta,Italy,Swimming
POGGIO Federico,Italy,Swimming
POLANCO RIJO Hillary Wanderson,Italy,Athletics
POLINARI Anna,Italy,Athletics
POLONARA Achille,Italy,Basketball
PONZIO Nick,Italy,Athletics
POZZATTI Gianluca,Italy,Triathlon
PRESCIUTTI Nicholas,Italy,Water Polo
QUADARELLA Simona,Italy,Swimming
RACHIK Yassine,Italy,Athletics
RAMBALDI Luca,Italy,Rowing
RANDAZZO Filippo,Italy,Athletics
RAZZETTI Alberto,Italy,Swimming
RE Davide,Italy,Athletics
REBAGLIATI Chiara,Italy,Archery
RESTIVO Matteo,Italy,Swimming
RICCHI Beatrice,Italy,Baseball/Softball
RIZZA Manfredi,Italy,Canoe Sprint
ROCEK Aisha,Italy,Rowing
RODINI Valentina,Italy,Rowing
ROGORA Laura,Italy,Sport Climbing
ROSETTI Bruno,Italy,Rowing
ROSSETTI Gabriele,Italy,Shooting
ROSSI Enrico,Italy,Beach Volleyball
ROSSI Jessica,Italy,Shooting
RUIU Davide,Italy,Weightlifting
RULLI Giulia,Italy,3x3 Basketball
RUTA Pietro,Italy,Rowing
SABBATINI Gaia,Italy,Athletics
SABBIONI Simone,Italy,Swimming
SAMELE Luigi,Italy,Fencing
SANTANDREA Martina,Italy,Rhythmic Gymnastics
SANTARELLI Andrea,Italy,Fencing
SANTUCCIO Alberta,Italy,Fencing
SANZULLO Mario,Italy,Marathon Swimming
SBERTOLI Riccardo,Italy,Volleyball
SCHIVO Arianna,Italy,Equestrian
SCOTTI Edoardo,Italy,Athletics
SEMERARO Silvia,Italy,Karate
SIBILIO Alessandro,Italy,Athletics
SIRAGUSA Irene,Italy,Athletics
SONEGO Lorenzo,Italy,Tennis
SORRENTINO Giordana,Italy,Boxing
SOTERO Alice,Italy,Modern Pentathlon
SOTTILE Stefano,Italy,Athletics
SPISSU Marco,Italy,Basketball
STANCO Silvana,Italy,Shooting
STANO Massimo,Italy,Athletics
STATEFF Delian,Italy,Triathlon
STECCHI Claudio Michel,Italy,Athletics
STEINHAUSER Verena,Italy,Triathlon
SUPPINI Marco,Italy,Shooting
SYLLA Miryam Fatime,Italy,Volleyball
TAMBERI Gianmarco,Italy,Athletics
TESSITORI Amedeo,Italy,Basketball
TESTA Irma,Italy,Boxing
TITA Ruggero,Italy,Sailing
TOCCI Giovanni,Italy,Diving
TONTODONATI Kiri,Italy,Rowing
TONUT Stefano,Italy,Basketball
TORTU Filippo,Italy,Athletics
TRAPLETTI Valentina,Italy,Athletics
TREVISAN Giancarla,Italy,Athletics
TROST Alessia,Italy,Athletics
VALLORTIGARA Elena,Italy,Athletics
VECCHI Irene,Italy,Fencing
VELOTTO Alessandro,Italy,Water Polo
VENIER Simone,Italy,Rowing
VETTORI Luca,Italy,Volleyball
VICINO Giuseppe,Italy,Rowing
VIGNA Laura,Italy,Baseball/Softball
VITALI Michele,Italy,Basketball
VIVARELLI Debora,Italy,Table Tennis
VIVIANI Elia,Italy,Cycling Track
VOLPI Alice,Italy,Fencing
WEIR Zane,Italy,Athletics
ZAYTSEV Ivan,Italy,Volleyball
ZAZA Francesco,Italy,Equestrian
ZAZZERI Lorenzo,Italy,Swimming
ZENNARO Silvia,Italy,Sailing
ZOGHLAMI Ala,Italy,Athletics
ZOGHLAMI Osama,Italy,Athletics
ALLEN Nathon,Jamaica,Athletics
ANDERSON Britany,Jamaica,Athletics
ATKINSON Alia,Jamaica,Swimming
BAILEY Sean,Jamaica,Athletics
BLAKE Yohan,Jamaica,Athletics
BROMFIELD Junelle,Jamaica,Athletics
BROWN Javeir,Jamaica,Athletics
BROWN Ricardo,Jamaica,Boxing
BURCHELL Remona,Jamaica,Athletics
BURRELL Keeno,Jamaica,Athletics
CAMERON Lloydricia,Jamaica,Athletics
DACRES Fedrick,Jamaica,Athletics
DOLS Keanan,Jamaica,Swimming
DRYSDALE DALEY Ebony,Jamaica,Judo
DWYER Rasheed,Jamaica,Athletics
ELLIS Nigel,Jamaica,Athletics
FORTE Julian,Jamaica,Athletics
FRANCIS Danusia,Jamaica,Artistic Gymnastics
FRASER-PRYCE Shelly-Ann,Jamaica,Athletics
GAYE Demish,Jamaica,Athletics
GAYLE Tajay,Jamaica,Athletics
GOULE Natoya,Jamaica,Athletics
HICKLING Tissanna,Jamaica,Athletics
JACKSON Shericka,Jamaica,Athletics
JAMES Tiffany,Jamaica,Athletics
JENKINS Tovea,Jamaica,Athletics
KNIGHT-WISDOM Yona,Jamaica,Diving
LAWRENCE Shadae,Jamaica,Athletics
LEDGISTER Leonardo,Jamaica,Athletics
LEMONIOUS Phillip,Jamaica,Athletics
LEVY Ronald,Jamaica,Athletics
McDONALD Rusheen,Jamaica,Athletics
McGREGOR Roneisha,Jamaica,Athletics
McLEOD Candice,Jamaica,Athletics
McLEOD Carey,Jamaica,Athletics
McPHERSON Stephenie Ann,Jamaica,Athletics
MINZIE Jevaughn,Jamaica,Athletics
MORRISON Natasha,Jamaica,Athletics
MOWATT Kemar,Jamaica,Athletics
PARCHMENT Hansle,Jamaica,Athletics
PORTER Chanice,Jamaica,Athletics
PRAUGHT-LEER Aisha,Jamaica,Athletics
RICKETTS Shanieka,Jamaica,Athletics
SALMON Shiann,Jamaica,Athletics
SEVILLE Oblique,Jamaica,Athletics
SMIKLE Traves,Jamaica,Athletics
TAPPER Megan,Jamaica,Athletics
TAYLOR Christopher,Jamaica,Athletics
THOMAS Damion,Jamaica,Athletics
THOMAS-DODD Danniel,Jamaica,Athletics
THOMPSON Yanique,Jamaica,Athletics
THOMPSON-HERAH Elaine,Jamaica,Athletics
TRACEY Tyquendo,Jamaica,Athletics
WHYTE Ronda,Jamaica,Athletics
WILLIAMS Briana,Jamaica,Athletics
WILLIAMS Danielle,Jamaica,Athletics
WILLIAMS Kimberly,Jamaica,Athletics
WILLIAMS Stacey Ann,Jamaica,Athletics
WRIGHT Chad,Jamaica,Athletics
YOUNG Charokee,Jamaica,Athletics
ABE Hifumi,Japan,Judo
ABE Takatoshi,Japan,Athletics
ABE Uta,Japan,Judo
ADACHI Kazuya,Japan,Canoe Slalom
ADACHI Seiya,Japan,Water Polo
AGARIE Yuto,Japan,Handball
AGATSUMA Haruka,Japan,Baseball/Softball
AIZAWA Akira,Japan,Athletics
AKAHO Himawari,Japan,Basketball
ANDO Yuka,Japan,Athletics
ANDOH Mikiko,Japan,Weightlifting
AOKI Chika,Japan,Fencing
AOKI Masumi,Japan,Athletics
AOKI Reona,Japan,Swimming
AOKI Ryoma,Japan,Athletics
AOKI Yukito,Japan,Skateboarding
AOYAGI Koyo,Japan,Baseball/Softball
AOYAMA Hanae,Japan,Athletics
AOYAMA Shuko,Japan,Tennis
ARAGA Ryutaro,Japan,Karate
ARAI Atsushi,Japan,Water Polo
ARAI Matsuri,Japan,Diving
ARAKAWA Ryuta,Japan,Rowing
ARAKI Erika,Japan,Volleyball
ARAKI Kenta,Japan,Water Polo
ARASHIRO Yukiya,Japan,Cycling Road
ASAI Yu,Japan,Hockey
ASAMURA Hideto,Japan,Baseball/Softball
ASANO Sakiyo,Japan,Hockey
ASHIKAWA Urara,Japan,Artistic Gymnastics
ATSUMI Mana,Japan,Baseball/Softball
AZUMA Rio,Japan,Fencing
AZUMA Sera,Japan,Fencing
BABA Yudai,Japan,Basketball
BANDO Yuta,Japan,Athletics
BATIVAKALOLO Raichel,Japan,Rugby Sevens
BOURKE Colin,Japan,Rugby Sevens
BROWN Ira,Japan,3x3 Basketball
DANIEL Taro,Japan,Tennis
DEDE Bruno,Japan,Athletics
DOAN Ritsu,Japan,Football
DOI Manami,Japan,Sailing
DOI Remi Anri,Japan,Handball
DOSHO Sara,Japan,Wrestling
EDWARDS Gavin Earl,Japan,Basketball
EMURA Misaki,Japan,Fencing
ENDO Jun,Japan,Football
ENDO Wataru,Japan,Football
ENOMOTO Haruka,Japan,Diving
ETO Takashi,Japan,Athletics
FUJII Nanako,Japan,Athletics
FUJII Naonobu,Japan,Volleyball
FUJII Shio,Japan,Handball
FUJISHIMA Hiroki,Japan,Canoe Sprint
FUJITA Yamato,Japan,Baseball/Softball
FUJITA Yoshikazu,Japan,Rugby Sevens
FUKUMURA Juka,Japan,Artistic Swimming
FUKUSHIMA Daisuke,Japan,Equestrian
FUKUSHIMA Shihomi,Japan,Fencing
FUKUSHIMA Tomoyoshi,Japan,Water Polo
FUKUSHIMA Yuki,Japan,Badminton
FUMITA Kenichiro,Japan,Wrestling
FURUKAWA Takaharu,Japan,Archery
FURUYAMA Kie,Japan,Cycling Track
GENDA Sosuke,Japan,Baseball/Softball
GOTO Miu,Japan,Baseball/Softball
GOYA Kazuhiro,Japan,Rugby Sevens
HACHIMURA Rui,Japan,Basketball
HAGINO Kosuke,Japan,Swimming
HAGITANI Kaede,Japan,Athletics
HAMADA Mayu,Japan,Taekwondo
HAMADA Shori,Japan,Judo
HANO Kazushi,Japan,Rugby Sevens
HARA Nozomi,Japan,Handball
HARA Wakaba,Japan,Rugby Sevens
HARADA Kai,Japan,Sport Climbing
HARADA Nodoka,Japan,Baseball/Softball
HARASAWA Hisayoshi,Japan,Judo
HARIMOTO Tenketsu,Japan,Basketball
HARIMOTO Tomokazu,Japan,Table Tennis
HASEGAWA Suzuka,Japan,Swimming
HASEGAWA Yui,Japan,Football
HASHIDA Maiko,Japan,Water Polo
HASHIMOTO Daiki,Japan,Artistic Gymnastics
HASHIMOTO Eiya,Japan,Cycling Track
HASHIOKA Daiki,Japan,Football
HASHIOKA Yuki,Japan,Athletics
HATAKEDA Hitomi,Japan,Artistic Gymnastics
HATAOKA Nasa,Japan,Golf
HATATE Reo,Japan,Football
HATAYAMA Eri,Japan,Sailing
HATTORI Yuma,Japan,Athletics
HAYAKAWA Ren,Japan,Archery
HAYASHI Daichi,Japan,Football
HAYASHI Honoka,Japan,Football
HAYASHI Kotona,Japan,Volleyball
HAYASHI Saki,Japan,Basketball
HAYASHI Shingo,Japan,Equestrian
HAYASHI Taisei,Japan,Rugby Sevens
HIBINO Nao,Japan,Tennis
HIEJIMA Makoto,Japan,Basketball
HIGASHINO Arisa,Japan,Badminton
HIKOSAKA Masakatsu,Japan,Rugby Sevens
HIRAIWA Yuna,Japan,Artistic Gymnastics
HIRAKI Kokona,Japan,Skateboarding
HIRANO Ayumu,Japan,Skateboarding
HIRANO Miu,Japan,Table Tennis
HIRANO Yume,Japan,Rugby Sevens
HIRAO Chika,Japan,Football
HIRATA Shiori,Japan,Shooting
HIRONAKA Ririka,Japan,Athletics
HIROTA Sayaka,Japan,Badminton
HIROTSU Haruka,Japan,Rugby Sevens
HOKAZONO Jumpei,Japan,Sailing
HONDA Tomoru,Japan,Swimming
HORIGOME Yuto,Japan,Skateboarding
HORIMIZU Kojiro,Japan,Shooting
HOSHI Kimika,Japan,Hockey
HOSHINO Rikuya,Japan,Golf
ICHIGUCHI Yuka,Japan,Baseball/Softball
ICHIYAMA Mao,Japan,Athletics
IGARASHI Chihiro,Japan,Swimming
IGARASHI Kanoa,Japan,Surfing
IITSUKA Shibuki,Japan,Sailing
IIZUKA Shota,Japan,Athletics
IKARI Yuki,Japan,Swimming
IKAWA Hiroyuki,Japan,Shooting
IKEDA Koki,Japan,Athletics
IKEDA Sakiko,Japan,Football
IKEE Rikako,Japan,Swimming
IKEHARA Ayaka,Japan,Handball
IKI Aiko,Japan,Athletics
INABA Akari,Japan,Water Polo
INABA Yusuke,Japan,Water Polo
INAMI Mone,Japan,Golf
INUI Yukiko,Japan,Artistic Swimming
IRIE Ryosuke,Japan,Swimming
IRIE Sena,Japan,Boxing
ISHIDA Kippei,Japan,Rugby Sevens
ISHIHARA Naoko,Japan,Shooting
ISHII Miki,Japan,Beach Volleyball
ISHII Yuki,Japan,Volleyball
ISHIJIMA Yusuke,Japan,Beach Volleyball
ISHIKAWA Kasumi,Japan,Table Tennis
ISHIKAWA Mayu,Japan,Volleyball
ISHIKAWA Yu,Japan,Athletics
ISHIKAWA Yuki,Japan,Volleyball
ISHITATE Mayuko,Japan,Handball
ITAHASHI Minami,Japan,Diving
ITAKURA Kou,Japan,Football
ITANO Minami,Japan,Handball
ITO Hiroki,Japan,Diving
ITO Mima,Japan,Table Tennis
ITO Rikuya,Japan,Athletics
ITO Tatsuhiko,Japan,Athletics
ITOH Hiromi,Japan,Baseball/Softball
ITOKAZU Yoichi,Japan,Weightlifting
IWABUCHI Mana,Japan,Football
IWAMOTO Shohei,Japan,Modern Pentathlon
IWANO Kaho,Japan,Water Polo
IWASHITA Yuta,Japan,Handball
